Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,Result,Certified,agegroup,EducationLevel,placed
23212,2,1,4,3,5,285,81,5,284,138,1259,3,19,1,1,1,2,2,2
100803,1,1,3,3,13,26,1255,13,26,261,3798,1,1,1,1,1,4,2,2
97910,1,1,1,7,15,263,682,15,260,251,1680,7,10,1,1,1,2,3,2
2233,1,1,3,3,8,16,352,8,16,16,1579,1,1,1,1,1,5,3,1
134220,1,1,4,3,5,171,376,5,39,39,730,4,4,1,1,1,3,2,1
119530,2,1,2,3,18,129,59,18,336,206,746,11,30,1,1,1,4,5,1
118221,2,1,1,3,5,187,402,5,185,178,5887,18,88,1,1,1,4,3,2
19496,2,1,4,3,5,406,1674,5,435,399,5323,17,31,1,1,1,4,2,2
107950,2,1,2,1,16,607,123,16,605,120,2585,9,21,1,2,2,3,3,2
59894,2,1,1,1,8,372,65,8,403,423,1209,4,70,1,1,1,2,2,1
31582,1,1,3,3,4,37,972,4,37,37,2686,6,64,1,3,2,3,3,2
70509,1,1,3,3,20,266,200,20,238,107,3728,7,11,1,1,1,7,3,1
139047,2,1,1,3,11,448,852,11,442,405,5818,12,17,1,1,1,3,3,2
34469,2,1,1,3,6,12,33,6,12,12,6367,4,7,2,1,1,2,2,2
59634,1,1,1,3,5,259,152,5,179,171,1290,6,6,1,1,1,4,2,2
24772,1,1,1,3,16,98,571,16,94,329,1287,4,4,1,1,1,1,2,1
139276,2,1,2,3,14,336,640,14,455,414,5935,6,6,2,1,1,4,3,2
65912,1,1,2,6,29,598,1559,29,610,252,4864,2,205,1,1,1,3,3,1
32132,1,1,3,3,4,37,377,4,5,297,3348,9,36,1,1,1,3,3,2
19175,1,1,2,1,26,516,59,26,460,149,1121,7,52,1,1,1,3,2,2
144069,1,1,1,1,11,21,241,11,21,452,3295,5,42,1,1,1,1,2,1
51980,1,1,4,3,13,553,26,13,545,477,2027,10,50,1,3,2,4,2,2
108538,2,1,1,3,15,110,316,15,101,98,1620,5,5,1,1,1,3,5,1
125079,2,1,1,3,6,17,297,6,8,17,5064,4,4,2,1,1,3,2,2
115036,2,1,1,4,5,31,36,5,31,31,3178,3,9,1,1,1,4,3,2
117805,1,1,3,5,20,434,974,20,495,174,2827,3,20,1,1,1,4,3,1
45628,2,1,4,3,15,207,496,15,239,186,5278,3,93,6,1,1,3,2,1
43726,2,1,4,3,13,189,87,13,187,181,917,24,67,1,4,2,2,3,1
53597,2,1,3,3,9,18,437,9,18,18,2175,3,9,1,1,1,4,3,1
112097,1,1,1,3,9,415,437,9,411,380,884,7,47,1,1,1,3,3,2
25824,2,1,1,3,22,154,1,25,152,147,3441,3,9,2,1,1,3,2,1
37885,1,1,3,1,3,411,87,3,407,54,923,17,31,1,1,1,5,2,1
25951,1,1,1,1,18,423,30,18,125,118,2643,6,64,1,2,2,3,5,2
9148,1,1,3,3,11,141,59,11,138,134,179,7,10,1,1,1,4,3,1
61570,2,1,4,1,6,131,87,6,128,50,1215,3,19,1,1,1,4,2,1
115564,1,1,3,5,5,101,341,5,190,334,2039,9,43,1,1,1,3,3,2
132486,2,2,3,3,7,13,100,7,13,13,3964,13,6,1,1,1,5,5,1
59181,2,1,3,3,5,157,426,5,155,150,7112,17,31,1,1,1,3,3,2
4574,2,1,1,5,6,25,219,6,25,25,796,9,36,1,1,1,2,3,2
112044,1,1,3,3,13,419,45,13,331,311,3920,1,24,6,1,1,4,2,2
143471,2,1,3,4,4,289,346,4,288,272,867,3,20,1,1,1,2,3,2
20768,2,1,4,1,15,254,946,15,257,280,2586,19,115,2,1,1,4,5,1
109693,2,1,4,4,8,432,258,8,422,74,3773,3,44,1,1,1,3,3,2
24429,1,1,3,3,3,9,49,3,9,9,2635,7,10,9,4,2,2,2,2
37794,2,1,1,3,18,288,142,18,426,263,968,12,17,6,1,1,3,3,1
93193,1,1,3,3,3,6,436,3,6,6,883,7,10,2,4,2,4,3,1
126253,2,1,3,5,13,76,54,13,74,76,4807,3,9,1,1,1,2,5,1
115557,1,1,4,7,15,45,436,15,46,45,1314,1,1,1,1,1,4,2,1
133739,2,1,1,3,8,80,260,8,78,79,4962,3,9,4,1,1,3,5,2
142623,1,1,3,3,24,323,19,23,324,370,1340,6,55,10,1,1,2,3,2
52514,1,1,3,1,6,332,882,6,330,310,5770,8,28,1,1,1,2,5,1
78703,1,1,3,1,14,324,481,14,393,362,2755,1,1,1,1,1,3,3,2
71212,1,1,3,1,7,240,428,7,242,232,1409,4,70,1,3,2,2,3,2
110947,1,1,1,3,3,9,68,3,9,9,7658,1,1,1,1,1,3,5,2
49743,1,1,3,1,17,64,396,17,63,65,779,18,37,1,1,1,3,2,1
20349,1,1,3,1,1,644,411,1,430,510,4297,4,4,1,1,1,3,2,1
66681,1,1,1,3,5,262,38,5,265,256,456,4,4,1,1,1,3,3,1
32270,1,1,3,3,3,9,52,3,9,9,2652,3,9,1,1,1,3,3,2
31428,2,1,3,3,8,91,262,8,89,275,4761,12,17,1,1,1,4,2,1
84365,2,1,1,3,6,140,2297,6,137,246,7472,3,9,1,1,1,4,3,2
20832,1,1,3,3,13,76,54,13,74,180,257,6,6,1,1,1,3,5,1
77471,1,1,3,3,4,363,2076,4,362,337,6756,11,30,1,1,1,4,2,2
43420,2,1,3,5,11,295,130,11,295,279,2956,5,66,1,1,1,3,2,1
63635,2,1,3,4,15,96,590,15,93,45,5620,3,19,6,1,1,3,3,1
46974,2,1,3,3,8,106,243,8,102,99,403,10,105,1,1,1,3,3,1
28705,2,1,3,1,22,153,14,25,248,238,1270,6,41,6,3,2,2,2,1
145761,2,1,3,1,13,76,59,13,74,180,2099,3,9,1,1,1,3,3,1
123218,2,1,4,1,13,310,87,13,172,474,1782,24,67,1,1,1,3,5,2
8100,1,1,2,3,6,459,99,6,453,412,1093,1,24,1,1,1,4,2,1
88156,2,1,1,3,6,68,87,6,67,69,422,3,38,1,1,1,2,2,1
93164,2,1,3,1,6,83,45,6,137,133,441,11,30,1,3,2,4,5,2
113212,1,1,3,3,1,190,264,1,188,182,4433,4,70,1,1,1,3,3,1
88740,1,1,1,1,6,25,52,6,25,50,54,3,206,1,1,1,2,3,1
48825,2,1,2,3,8,477,65,8,469,423,1844,10,25,5,3,2,4,2,2
130054,2,1,3,5,13,480,59,13,473,425,1299,3,9,1,3,2,2,3,2
93884,2,1,4,3,13,264,59,13,267,257,2627,9,13,1,1,1,3,5,2
85730,1,1,1,3,4,37,178,4,37,37,1068,1,24,1,1,1,7,3,1
21519,2,1,3,3,18,640,1720,18,640,299,5508,6,6,1,3,2,2,3,2
76861,1,1,4,1,9,70,143,9,69,70,3674,8,28,1,1,1,5,3,1
3586,2,1,3,3,3,69,844,3,9,9,2196,4,7,1,1,1,3,2,2
138633,1,1,3,1,11,370,216,9,75,154,2091,7,10,1,1,1,4,2,2
141255,2,1,3,3,16,82,89,16,87,86,103,3,9,6,1,1,4,3,2
101133,1,1,3,3,20,266,374,20,238,107,5734,4,4,2,1,1,2,2,1
145274,1,1,3,4,14,652,47,14,489,439,1315,1,54,1,1,1,4,3,2
38048,1,1,3,1,13,123,59,13,160,155,212,2,2,1,3,2,4,3,2
64372,2,1,4,1,6,8,45,6,8,8,1014,9,35,1,1,1,2,3,2
84130,2,1,4,3,4,363,1225,4,362,337,3682,22,57,1,1,1,3,5,2
22310,1,1,1,3,15,207,96,15,239,186,398,7,47,1,1,1,3,3,2
56365,2,1,3,3,3,69,73,21,378,352,5950,11,79,1,2,2,2,2,2
109500,1,1,3,7,15,105,266,15,100,98,2495,5,5,1,1,1,3,3,2
148778,1,1,3,4,14,425,545,14,476,427,1217,1,1,1,1,1,2,2,2
16952,2,1,1,3,8,149,1079,8,147,142,3122,4,70,1,1,1,3,3,2
145838,2,1,1,3,8,318,11,8,319,301,524,3,3,1,1,1,4,5,2
79791,2,1,1,5,11,559,333,11,550,482,2344,15,82,1,1,1,5,3,1
42181,2,1,1,3,21,517,90,21,501,450,3081,6,6,1,3,2,3,3,2
135201,2,1,4,1,29,612,1044,29,610,252,2977,3,45,1,4,2,1,2,2
125595,1,1,3,4,6,79,391,6,77,78,4837,7,11,1,1,1,3,2,1
140201,2,1,4,3,5,294,96,5,279,266,3309,3,9,1,1,1,2,2,1
141213,1,1,4,3,6,17,454,6,17,17,945,7,11,1,1,1,3,3,2
97364,1,1,1,3,6,191,1649,6,565,47,5202,1,1,9,1,1,2,3,1
94281,1,1,2,1,18,129,59,18,125,122,161,1,24,1,1,1,2,2,1
45936,1,1,4,3,4,363,707,4,362,337,6790,1,1,6,1,1,7,2,2
53092,2,1,3,1,6,332,61,6,330,310,3936,4,70,1,1,1,2,2,1
118155,2,1,4,1,9,453,59,9,448,409,2277,9,13,1,1,1,2,3,2
149967,2,1,3,3,4,5,1216,4,544,476,5169,3,20,17,1,1,2,3,2
56144,1,1,1,1,8,206,91,8,203,196,3130,1,1,1,1,1,6,2,2
86202,2,1,3,3,5,259,2181,5,227,218,7088,19,101,1,1,1,3,3,2
54566,1,1,4,3,7,13,30,7,13,13,721,1,59,2,1,1,5,2,1
51094,1,1,3,3,13,553,84,13,545,477,1798,11,30,11,4,2,3,5,2
80557,2,1,1,3,1,450,136,1,535,406,3700,5,42,1,1,1,2,2,1
57175,2,1,1,3,8,149,310,8,147,179,594,15,32,1,1,1,4,3,2
138360,1,1,1,3,22,225,19,25,225,146,1976,6,81,1,1,1,2,3,1
89104,2,1,3,1,20,379,216,17,249,55,6393,10,116,16,1,1,6,2,2
53636,1,1,1,3,1,190,904,1,188,182,2572,1,1,2,1,1,4,5,1
90220,1,1,3,4,3,124,1006,3,120,230,7525,1,1,1,1,1,3,2,2
129324,2,1,1,3,6,332,1106,6,330,310,3487,23,63,1,1,1,3,2,2
101536,2,1,1,5,1,450,136,1,535,406,1998,3,9,1,1,1,2,2,2
67807,2,1,3,4,24,463,19,23,146,285,485,3,45,11,4,2,4,5,2
145352,1,1,1,3,17,303,614,17,305,288,2864,17,31,1,1,1,4,2,2
39389,2,1,3,3,12,48,77,5,73,75,6584,3,19,1,3,2,4,3,2
1809,2,1,1,3,5,213,61,5,210,203,302,1,33,1,1,1,3,3,1
124232,2,1,2,4,1,280,45,1,341,317,1162,2,2,1,4,2,3,2,2
28889,1,1,3,3,5,215,38,5,212,205,308,5,80,1,1,1,3,3,1
9833,2,1,3,3,5,151,147,5,149,144,195,4,4,1,1,1,2,3,1
109569,1,1,3,4,3,3,1117,3,3,3,5024,9,36,1,1,1,1,3,2
93536,1,1,1,1,11,412,135,11,408,376,1906,1,1,1,1,2,2,2,2
131455,1,1,1,5,5,213,61,5,210,203,302,1,33,1,1,1,3,3,1
59153,1,1,1,1,8,230,65,8,233,88,339,6,6,1,1,1,2,3,1
8920,2,1,4,3,4,37,5,4,37,37,5,30,133,1,1,1,5,2,1
8337,1,1,4,1,15,173,316,15,170,98,2760,1,54,1,1,1,1,2,1
145373,1,1,1,3,24,463,38,23,456,105,1104,1,54,1,1,1,3,2,1
25641,1,1,3,5,18,216,59,18,336,206,746,7,10,1,1,1,4,2,1
126413,2,1,1,3,5,120,147,5,117,91,3283,12,17,1,1,1,3,3,2
138833,2,1,1,3,14,594,45,14,585,424,3422,15,32,1,1,1,3,2,2
50209,1,1,1,3,6,83,1402,6,81,192,4354,6,6,1,1,1,4,2,2
52834,1,1,3,1,2,563,19,2,577,336,2132,6,55,1,2,2,1,3,2
120729,1,1,4,1,4,489,296,4,480,460,6266,10,50,1,1,1,4,4,2
33854,2,1,3,1,18,590,297,18,272,263,3828,5,5,1,1,1,4,3,2
38726,2,1,4,3,7,597,30,7,590,232,2393,3,38,6,1,1,3,3,1
95769,1,1,3,3,24,222,761,23,320,302,5892,4,4,2,1,1,3,2,1
123414,1,1,3,3,3,78,1675,3,6,6,5326,3,9,1,1,1,3,3,1
42571,2,1,1,1,8,149,38,8,147,142,591,5,80,1,1,1,2,3,1
119043,1,1,3,3,14,446,481,14,440,233,5397,1,1,1,1,1,2,2,1
111799,1,1,1,1,5,171,67,5,39,162,223,1,1,1,2,2,3,2,2
14391,2,1,3,3,24,323,19,23,324,370,840,19,104,2,1,1,3,4,2
28557,2,1,1,4,5,56,188,5,103,191,2331,3,3,6,1,1,2,2,1
112360,2,1,3,5,20,316,460,20,302,62,1991,28,148,1,1,1,3,3,2
9912,2,1,1,3,22,155,1,25,153,148,200,4,7,2,1,1,2,2,2
73823,1,1,4,3,14,196,54,14,193,187,266,1,1,1,1,1,2,2,1
88269,2,1,1,1,9,507,38,9,493,445,2202,1,54,1,1,1,2,3,1
134543,2,1,1,1,22,73,1,25,419,388,4466,5,42,1,1,1,4,3,1
77202,1,1,3,3,11,328,9,12,268,48,5679,1,1,1,1,1,2,2,2
114964,2,1,3,5,1,450,136,1,535,406,1998,5,5,1,1,1,2,2,1
116451,2,1,3,4,19,348,2282,19,361,93,7424,1,1,11,4,2,4,5,2
32976,2,1,1,1,6,17,343,6,17,17,1817,5,5,1,1,1,3,3,1
108907,1,1,4,3,5,56,2141,5,103,100,6967,3,45,1,1,1,3,5,1
31756,2,1,3,3,3,357,937,3,357,35,2563,17,31,1,1,1,3,3,2
87434,2,1,3,1,3,69,480,3,68,4,3572,15,32,1,3,2,2,3,2
141044,1,1,3,3,14,311,47,14,312,296,503,1,24,1,1,1,2,2,2
117134,2,1,1,4,5,171,196,5,226,39,1736,5,5,1,1,1,2,3,2
33427,1,1,3,4,1,72,1385,1,198,72,4987,1,24,2,1,1,5,2,2
61509,1,1,1,3,11,256,64,11,259,250,1788,9,21,1,1,1,2,3,1
77951,1,1,3,7,15,254,946,15,257,280,2586,1,24,1,1,1,3,2,2
138773,2,1,1,3,3,4,4,3,4,4,4,1,33,1,1,1,3,3,1
67235,1,1,1,3,5,159,23,5,156,151,2138,11,30,1,1,1,3,3,2
32325,1,1,4,1,4,367,178,4,365,176,4241,31,191,1,3,2,6,2,2
62701,1,1,3,3,13,122,35,13,118,115,36,10,25,1,3,2,3,3,2
120021,2,1,4,3,5,42,43,5,43,42,2654,3,19,1,1,1,3,2,1
30451,1,1,1,5,17,340,691,17,338,314,1704,3,45,6,1,1,4,4,2
38068,2,1,1,1,22,119,14,25,356,332,1477,19,104,1,1,1,3,5,2
129072,2,1,3,3,5,43,61,5,44,43,125,3,9,1,1,1,3,3,1
59790,2,1,3,3,5,151,82,5,149,144,5577,3,9,1,1,1,3,5,1
73868,1,1,3,1,12,265,1413,5,44,43,4388,1,1,1,1,1,4,2,1
30336,2,1,3,1,15,45,61,15,46,45,2115,10,116,1,1,1,5,3,2
138909,2,1,4,3,8,106,363,8,102,99,703,9,43,1,1,1,5,3,2
94567,2,1,4,3,13,122,59,13,118,115,2824,2,2,1,1,1,3,5,1
45221,2,1,3,3,19,297,1422,19,296,93,4418,9,35,1,1,1,3,3,1
31606,1,1,1,3,18,395,399,18,394,364,783,1,1,1,1,1,6,3,2
8149,2,1,2,3,6,140,171,6,137,133,626,12,100,1,1,1,3,2,2
127641,1,1,1,3,1,280,45,1,341,317,1162,2,2,1,4,2,3,3,2
48019,1,1,1,1,18,632,308,18,596,364,587,1,8,1,1,1,2,2,1
116993,2,1,3,3,5,42,907,5,43,42,2844,3,45,1,1,1,4,3,1
29527,1,1,1,1,13,421,59,13,414,383,902,9,35,1,1,1,2,3,2
26656,1,1,1,3,1,14,130,25,116,113,249,5,42,17,1,1,2,3,1
79782,1,1,1,1,18,313,308,18,370,299,2561,4,132,1,1,1,3,3,2
49066,1,1,1,1,11,328,54,11,464,515,2915,5,22,1,2,2,2,2,2
145575,1,1,1,3,8,206,194,8,203,196,3472,1,24,8,1,1,2,2,1
114648,2,1,3,5,24,228,19,23,229,219,641,6,55,1,3,2,3,2,2
35301,1,1,4,3,3,124,67,3,167,3,3134,5,5,1,1,1,3,2,2
141908,2,1,3,3,11,93,21,11,498,449,3670,3,9,6,1,1,6,5,2
27907,2,1,1,3,8,245,11,8,247,237,832,4,4,1,1,1,3,5,1
12399,2,1,3,1,24,486,87,23,481,501,2201,6,41,1,1,1,2,2,2
144914,2,1,3,3,24,323,1011,23,324,370,2853,5,42,1,1,1,3,2,1
109482,1,1,3,3,6,140,871,6,137,246,2455,4,7,1,1,1,3,2,1
68451,1,1,4,3,21,517,90,21,521,462,6154,1,1,1,1,1,4,2,2
19903,2,1,3,1,5,281,574,5,278,265,1295,5,5,1,4,2,3,3,2
35854,1,1,3,3,6,131,207,6,128,50,5276,3,9,6,4,2,3,3,2
36050,1,1,1,3,11,108,1977,11,105,102,6436,1,1,1,1,1,6,2,1
26455,2,1,1,3,4,312,178,4,313,297,4260,11,30,1,1,1,3,5,1
99813,1,1,2,3,8,206,2207,8,203,196,7150,10,50,1,1,1,2,2,2
2353,2,1,3,3,15,44,159,15,45,44,1644,3,9,2,2,2,4,3,2
127273,1,1,4,1,19,438,67,19,427,356,114,2,15,1,1,1,2,3,2
57623,1,1,3,1,21,146,662,21,144,124,1606,8,28,1,1,1,3,2,2
75828,2,1,3,3,21,458,532,21,452,411,1174,27,146,1,1,1,4,2,1
45987,1,1,4,3,1,190,180,1,188,182,259,3,9,1,1,1,4,3,1
75288,1,8,4,7,15,254,13,3,76,6,5218,1,1,1,1,1,4,2,1
61484,1,1,3,3,12,161,554,12,174,201,5510,1,1,1,1,1,7,3,2
68679,1,1,4,3,7,571,30,7,561,232,1930,1,8,12,1,1,3,3,1
114718,2,1,2,1,13,264,59,13,267,257,2627,3,38,1,1,1,2,5,1
141790,1,1,3,1,19,390,67,19,385,356,141,8,28,1,1,1,7,2,2
41672,1,1,3,3,4,185,377,4,183,404,1027,3,20,1,1,1,3,5,1
145822,2,1,1,3,5,213,103,5,210,203,1667,3,9,1,1,1,2,2,2
76894,2,1,1,1,8,315,65,8,209,157,516,17,90,1,1,1,5,3,2
49710,2,1,3,1,5,359,1613,5,359,333,5078,5,42,1,1,1,3,3,2
100059,2,1,1,3,6,561,654,6,22,22,2731,26,119,1,1,1,4,2,2
88872,2,1,2,3,6,140,668,6,137,133,2237,3,19,1,1,1,2,3,2
27734,1,1,1,3,5,213,103,5,210,203,1667,3,9,1,1,1,3,3,2
72035,1,1,1,1,4,562,756,4,632,457,6145,4,4,1,1,1,3,3,1
105654,2,1,1,3,9,500,208,9,24,24,2978,9,35,1,3,2,2,3,2
132826,1,1,1,3,8,270,248,8,231,222,413,9,35,1,1,1,3,3,2
12200,1,1,3,1,5,29,11,5,29,29,245,11,30,1,3,2,3,5,2
73946,1,1,1,5,6,25,430,6,25,50,4041,1,1,1,1,1,6,2,1
16112,2,1,3,3,4,234,377,4,236,500,2186,3,20,2,3,2,5,3,2
9810,1,1,1,3,5,171,216,20,238,107,3982,7,10,1,1,1,7,5,2
90182,2,1,4,3,3,52,23,12,57,23,4818,11,30,1,1,1,4,5,2
120025,2,1,1,3,11,295,130,11,295,279,824,12,17,1,1,1,3,3,1
34918,1,1,4,3,14,513,54,14,455,414,1632,1,1,1,1,1,3,2,2
63838,1,1,1,3,8,90,141,8,88,87,186,3,9,1,1,1,3,3,1
22508,1,1,3,3,14,197,47,14,47,46,48,1,24,1,1,1,7,2,1
74532,2,1,1,3,18,640,1720,18,640,299,5508,6,6,8,3,2,4,2,2
20535,2,1,3,4,12,192,67,12,174,201,2437,3,9,6,1,1,5,3,2
47983,1,1,1,5,23,204,192,22,201,511,2706,3,9,1,1,1,2,3,2
148611,2,1,1,3,1,280,151,1,341,317,5327,5,42,1,1,1,4,5,2
93006,1,1,2,3,6,83,63,6,81,192,1702,6,6,1,1,1,4,2,2
140390,2,1,4,3,7,373,386,7,126,13,4798,3,19,1,1,1,2,3,2
141159,2,1,1,1,21,255,623,21,452,411,2386,31,157,1,1,1,2,3,1
16213,2,1,2,3,22,138,1,25,135,341,2096,5,42,1,1,1,3,3,1
6285,1,1,1,3,5,31,132,5,31,218,171,5,42,1,1,1,4,3,1
22419,2,1,4,3,8,407,310,8,91,89,1167,3,9,1,3,2,4,3,2
64167,2,1,1,3,5,157,11,5,424,390,964,2,15,1,1,1,3,3,2
48171,1,1,4,7,15,207,297,15,239,186,1673,1,1,1,1,1,7,2,2
43813,1,1,1,5,16,49,51,16,50,49,53,3,9,2,4,2,4,3,2
54001,1,1,1,3,5,359,618,5,359,333,2730,18,108,1,1,1,3,2,2
81055,2,1,1,3,5,7,199,5,7,7,305,22,57,1,1,1,4,5,2
59781,2,1,4,3,6,104,219,6,382,25,2690,5,42,1,1,1,3,3,2
97442,2,1,3,3,5,101,340,5,190,334,2713,4,7,21,4,2,3,3,2
2694,2,1,1,3,9,77,19,9,75,154,211,7,62,1,1,1,2,2,1
102160,2,1,1,1,8,418,90,8,269,258,890,10,116,1,1,1,4,2,1
55133,2,1,3,3,13,122,59,13,118,115,2824,1,24,1,1,1,4,3,1
107692,2,1,4,1,11,256,64,11,244,234,358,19,115,1,1,1,2,2,1
67531,2,1,3,3,11,93,45,11,498,145,1429,19,40,1,1,1,3,3,1
138153,1,1,1,3,17,166,126,17,66,68,162,11,30,1,3,2,3,2,2
12703,2,1,1,1,18,251,957,18,253,242,4500,5,5,1,2,2,4,3,2
130265,2,1,1,3,8,59,224,8,59,60,5264,15,82,1,1,1,4,2,1
56879,2,1,4,3,5,118,45,5,115,240,893,4,7,1,1,1,3,3,2
13707,1,1,3,3,5,101,341,5,190,334,4638,25,73,1,1,1,4,5,2
51053,1,1,3,4,5,352,284,5,349,437,2171,6,6,6,3,2,3,3,2
46402,2,1,3,3,5,365,11,5,364,346,718,22,57,1,1,1,3,5,2
146327,2,1,3,4,5,573,11,5,289,274,453,9,13,1,1,1,3,3,1
138299,1,1,3,3,5,7,92,5,7,7,5386,7,11,1,1,1,6,2,2
117734,1,1,3,1,12,23,67,12,23,23,114,8,28,1,1,1,2,2,1
24504,2,1,1,1,22,225,221,25,225,146,4075,9,35,1,1,1,2,5,2
40442,1,1,4,3,4,562,732,4,294,457,1839,1,8,2,1,1,4,3,1
74411,1,1,4,3,8,276,404,8,269,258,2413,4,4,1,3,2,5,2,2
68360,1,1,1,1,21,85,87,21,83,83,99,1,8,1,1,1,4,2,1
123602,1,1,1,3,18,251,130,18,253,242,6045,3,45,1,3,2,6,3,2
148087,1,1,3,3,14,196,54,14,193,187,266,1,1,1,1,1,5,3,1
36834,1,1,4,3,18,395,150,18,524,364,1602,1,24,1,1,1,3,2,2
44267,2,1,2,3,16,261,34,16,264,255,1363,9,76,1,1,1,2,2,1
41725,2,1,3,5,5,29,11,5,29,29,245,11,69,1,3,2,3,3,2
108385,2,1,3,3,5,7,92,5,7,7,2505,16,97,1,1,1,2,2,1
31734,2,1,1,1,8,90,87,8,88,87,344,3,39,1,1,1,3,4,2
120796,1,1,4,1,6,369,295,6,366,340,4072,8,28,1,1,1,3,2,1
103475,2,1,3,3,5,151,1014,12,174,201,2858,4,4,1,1,1,4,3,2
114865,2,1,1,3,1,190,255,1,188,182,1809,5,5,1,1,1,3,3,1
78514,1,1,1,5,8,449,71,8,443,16,6906,3,9,1,1,1,4,3,2
105707,2,1,4,1,5,365,11,5,364,346,718,4,4,1,1,1,2,3,1
65624,1,1,3,3,12,30,124,12,30,30,5596,1,1,1,1,1,3,2,1
121069,2,1,2,3,16,100,327,16,96,94,3819,5,77,3,1,1,4,2,1
59000,2,1,1,1,5,365,11,5,364,346,718,3,3,1,1,1,5,5,1
139565,2,1,3,4,6,25,280,6,25,25,6646,4,7,12,4,2,3,3,2
142162,1,1,3,7,15,110,102,15,101,98,126,11,30,1,1,1,4,5,1
126684,2,2,4,1,6,83,766,6,81,78,1940,13,7,1,1,1,6,2,1
60088,1,1,3,5,20,283,59,20,282,110,2026,2,15,1,1,1,3,3,1
81043,1,1,3,3,8,16,783,8,16,16,3153,1,1,8,1,1,3,3,2
109181,1,1,3,4,15,105,462,15,100,98,973,7,62,1,1,1,3,2,2
24559,1,1,2,3,17,64,978,17,338,314,3779,1,24,1,3,2,3,2,2
77513,1,1,4,7,15,207,9,15,239,186,1097,3,9,2,1,1,2,3,1
138184,2,1,1,4,23,555,192,22,547,494,7307,3,39,1,1,1,2,2,2
20332,2,1,3,1,13,122,45,13,118,295,3630,2,2,1,1,1,3,3,2
17239,1,1,1,3,5,187,1069,5,185,178,5098,3,39,1,1,1,2,3,2
4784,1,1,1,1,5,157,45,5,155,319,598,9,35,5,1,1,3,3,2
149853,1,1,2,2,26,659,150,26,665,149,7259,10,25,2,1,1,4,2,2
73645,2,1,3,3,4,380,290,4,141,137,538,3,45,1,4,2,3,5,2
64751,2,1,1,4,11,356,135,11,355,330,2712,3,20,1,1,1,4,2,1
66388,2,1,4,3,1,190,151,1,188,182,4013,3,9,1,1,1,3,5,1
28787,1,6,3,1,5,249,809,12,158,90,2957,13,6,1,1,1,2,3,2
122963,2,1,3,5,13,189,825,13,187,387,3044,1,24,6,1,1,4,2,1
77006,1,1,1,1,9,538,90,9,530,468,1646,1,54,1,2,2,4,2,2
22667,2,1,4,4,8,80,859,8,78,79,2919,3,9,1,1,1,2,3,1
60583,2,1,3,3,5,101,11,5,190,334,907,12,17,1,1,1,4,2,1
127459,2,1,3,5,24,476,136,23,468,420,1161,3,9,1,1,1,3,3,2
16329,1,1,1,3,23,194,36,22,191,185,1342,1,1,1,1,1,6,3,2
48291,1,1,1,1,14,325,1118,14,326,46,5514,5,5,1,1,1,1,3,2
47899,2,1,1,3,5,157,370,5,155,303,722,12,17,1,1,1,3,2,2
85968,2,1,3,3,24,237,1071,25,152,173,3094,23,63,1,1,1,4,2,2
149210,2,1,4,6,9,500,38,9,24,24,1337,5,48,1,1,1,3,3,1
144777,2,1,1,3,1,190,904,1,188,182,2572,3,44,6,1,1,5,2,2
28497,1,1,3,3,3,35,156,3,35,35,4583,7,10,1,4,2,5,2,2
90225,1,1,3,3,9,77,892,9,75,77,2365,11,30,2,1,1,5,5,2
4497,2,1,3,4,21,557,99,21,549,415,1834,5,5,1,1,1,2,2,1
45419,1,1,3,3,9,415,67,9,411,380,6562,5,5,1,1,1,5,3,2
111470,1,1,1,3,23,610,707,4,345,488,2181,11,30,1,1,1,3,3,2
48338,1,1,3,3,5,151,299,5,149,144,566,3,9,1,1,1,4,3,1
45279,2,1,3,3,9,614,19,9,613,513,2715,3,9,2,1,1,2,3,1
126373,2,2,1,1,8,449,1261,8,443,16,3825,13,6,1,1,1,6,5,1
110629,2,1,1,5,3,35,652,3,35,35,1561,4,4,1,1,1,2,2,1
135623,2,1,1,3,11,470,1373,5,39,39,4258,3,3,1,1,1,1,2,1
135056,1,1,1,3,18,589,850,18,643,523,3891,1,1,6,1,1,4,5,1
32151,2,1,3,3,5,345,497,5,343,320,2330,9,35,1,4,2,2,3,2
35516,1,1,3,1,1,65,14,1,64,66,2112,1,8,14,2,2,6,2,2
97471,1,1,3,3,14,548,47,14,606,507,2598,4,7,7,4,2,3,2,2
125223,1,1,3,1,17,303,135,17,305,288,1724,6,55,1,1,1,2,3,2
47444,2,1,3,3,1,14,14,1,14,14,14,11,144,6,1,1,3,3,1
52903,2,1,1,1,5,429,38,8,15,15,941,3,38,1,1,1,2,3,2
72247,1,1,3,1,24,284,542,23,283,269,5357,1,54,1,1,1,7,2,2
75337,2,1,3,3,12,462,23,12,268,201,1117,11,30,1,1,1,3,3,2
26633,2,1,3,1,8,418,776,8,269,258,4703,6,6,1,1,1,3,3,2
148626,2,1,1,3,16,472,123,16,463,156,1134,2,60,1,1,1,3,2,2
35655,2,1,3,3,13,134,59,13,51,194,843,3,9,1,1,1,3,5,2
134805,1,1,1,3,6,8,33,6,8,8,2125,4,7,14,1,1,3,3,2
